row,values
0,0.8022391573176132
1,0.3348559720801923
2,0.6176794991977876
3,0.6300141922817777
4,0.5316106281943884
5,0.16015314580617024
6,0.6861938306346452
7,0.5784875777436033
8,0.7989893379656862
9,0.8886068036270732
10,0.7504913388474591
11,0.6637307452773259
12,0.26115582235495755
13,0.7884982063721925
14,0.8062645050576118
15,0.5423858766363844
16,0.6274216742328285
17,0.6640606526158721
18,0.555846103429624
19,0.7424172258058084
20,0.8215298091228022
21,0.7274289935671502
22,0.7941569949049749
23,0.5162678284055262
24,0.5643939907467279
25,0.749938396302062
26,0.5861314583775447
27,0.5434578682560757
28,0.6633546532904109
29,0.8386523405757143
